,source,reference,translation,z-score,avg-score,annotators,bert_metric_p,bert_metric_r,bert_metric_f,bleu_metric_mod_prec,bleu_metric_sen_bleu,Rouge1_metric_f,Rouge1_metric_r,Rouge1_metric_p,Rouge2_metric_f,Rouge2_metric_r,Rouge2_metric_p,RougeL_metric_f,RougeL_metric_r,RougeL_metric_p
5583,"More than 170,000 people have signed a petition to protect the kids"" cafe.","Yli kuolee 170 000 ihmist ovat allekirjoittaneet vetoomuksen lasten suojelemiseksi ""cafe.","Yli 170 000 ihmistä on allekirjoittanut vetoomuksen, jossa halutaan suojella lasten kahvilaa.",-0.8778482557791071,23.0,1,0.4932710528373718,0.49997103214263916,0.49723654985427856,0.22580645161290322,7.08827223352889e-155,0.3478260819659736,0.36363636363636365,0.3333333333333333,0.09523809024943337,0.1,0.09090909090909091,0.3478260819659736,0.36363636363636365,0.3333333333333333
4975,"The newspaper interviewed the Chief of Education of the Finnish Defence Forces, Brigadier General Jukka Sonninen, who said that for example from those conscripts that serve 5,5 months only those are effective who are finishing their training.","Lehden haastattelema Suomen puolustusvoimien koulutuspäällikkö, prikaatikenraali Jukka Sonninen, joka sanoi, että esimerkiksi ne, jotka palvelevat 5,5 kuukautta, ovat vain tehokkaita, jotka lopettavat harjoittelunsa.","Lehden haastatteleman Puolustusvoimien koulutuspäällikön, prikaatinkenraali Jukka Sonnisen mukaan esimerkiksi 5,5 kuukautta palvelevista varusmiehistä sotatilanteessa taistelukelpoisia ovat vain he, jotka ovat koulutuksensa loppuvaiheessa.",-0.300236296925231,52.0,1,0.5009583830833435,0.5774083733558655,0.5390637516975403,0.1087866108786611,4.919941503938046e-155,0.31111110611358034,0.30434782608695654,0.3181818181818182,0.04651162290968145,0.045454545454545456,0.047619047619047616,0.3255813903515414,0.3181818181818182,0.3333333333333333
556,"Mr Mortimer said: ""Industrial action achieves little or nothing, but places pressure on already stretched teams and services and causes worry, distress and disruption for patients, carers and their families.""","Arvoisa Mortimer sanoi: ""teollisen toiminnan saavuttaa vähän tai ei mitään, mutta asettaa paineita jo venytetty joukkueet ja palvelujen ja aiheuttaa huolta, ahdistusta ja häiriöitä potilaille, hoitajille ja heidän perheilleen.""","Mortimer sanoi: ”Työtaisteluilla saavutetaan hyvin vähän tai ei mitään, mutta ne asettavat paineita jo valmiiksi vaativassa tilanteessa oleville tiimeille ja palveluille, sekä aiheuttavat huolta, ahdistusta ja häiriöitä potilaille, huolenpitäjille ja heidän perheilleen.”",0.6279561124983399,66.3333333333333,3,0.5521165132522583,0.6234760880470276,0.5877187848091125,0.09225092250922509,4.530619340647064e-155,0.5714285664399092,0.6,0.5454545454545454,0.3934426179629133,0.41379310344827586,0.375,0.5517241329548158,0.5925925925925926,0.5161290322580645
3636,Skelton is wearing high heels and a shortish dress that certainly is adequately revealing - at least for many conservative British viewers’ eyes.,"Sinne aikoo on ei asteet takaperin, kuitenkin.","Skelton on pukeutunut korkeakorkoisiin kenkiin ja lyhyehköön mekkoon, jossa on varmasti vähintään riittävästi paljastavuutta - ainakin monen konservatiivisen brittikatsojan silmille.",-1.6818724700647198,1.0,1,0.02215486392378807,0.16153447329998016,0.09005840122699738,0.08241758241758242,4.2823499170283515e-155,0.07407407023319637,0.14285714285714285,0.05,0.0,0.0,0.0,0.07692307298816588,0.14285714285714285,0.05263157894736842
5729,"A letter sent to the Guardian said its closure ""would be a catastrophe for these children, some of whom are as young as eight.""","Guardian lähetetty kirje sanoi sen olevan ”katastrofi näille lapsille, joista osa on yhtä nuoria kuin kahdeksan”.","Guardianille lähetetyssä kirjeessä sanottiin, että kahvilan sulkeminen ”olisi katastrofi näille lapsille, joista osa on vasta kahdeksanvuotiaita”.",-0.255241440297618,33.0,1,0.4641653895378113,0.5882554054260254,0.5249680876731873,0.1643835616438356,6.047855535493789e-155,0.31249999500000003,0.3125,0.3125,0.26666666166666675,0.26666666666666666,0.26666666666666666,0.31249999500000003,0.3125,0.3125
1663,It is capital income from which all the other deductions have been deducted.,"Kyse on pääomatuloista, joista kaikki muut vähennykset on vähennetty.","Se on pääomatuloa, josta on vähennetty kaikki muut vähennykset pois.",2.27825457932046,100.0,1,0.7399386763572693,0.7500411868095398,0.7452934384346008,0.29411764705882354,8.089706346934013e-155,0.6315789423822715,0.6666666666666666,0.6,0.35294117148788934,0.375,0.3333333333333333,0.4705882303114187,0.5,0.4444444444444444
3582,"At the same time, Adraina Ugarte, who is familiar from the TV series The Time in Between (2013-2014), rises to the role of the other leading lady: Julieta as a young teacher.","Julieta kypsytys omistaa on tajuaa sisällä osa että voi on pitää yhtä kömpelö, mutta MINÄ itse aikoo sanoo että on leuto koskien hauska ja liioittelematta tekee sisällä yksi osuu syöksy.","Samalla toiseen naispääosaan nousee Julietaa nuorena opettajana esittävä Adraina Ugarte, tv-tuttu sarjasta Ommelten välinen aika (2013-2014).",-1.49913969409071,6.0,1,0.005509891547262669,0.02661021612584591,0.017204146832227707,0.1347517730496454,5.475697650530674e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,"Back then, the founder and CEO of PowerwomenTV, Amy Palmer, suspected that Winter is experiencing a ""typical Hollywood transformation” from a child star to an adult.","Takaisin sitten, perustaja ja toimitusjohtaja PowerwomenTV Amy Palmer, epäillään, että talvi kokee ""tyypillinen Hollywood siirtymistä"" lapsi tähti aikuisen.","Tällöin PowerwomenTV:n perustaja ja toimitusjohtaja Amy Palmer epäili, että Winterillä on käynnissä ""tyypillinen Hollywood-muodonmuutos"" lapsitähdestä aikuiseksi.",-0.183463707077898,42.0,1,0.5426077246665955,0.577733039855957,0.5605695247650146,0.1728395061728395,6.201456819994061e-155,0.35294117148788934,0.3333333333333333,0.375,0.12499999501953145,0.11764705882352941,0.13333333333333333,0.35294117148788934,0.3333333333333333,0.375
790,"But he said that ""experts sometimes disagree on the interpretation of complex data, and the intelligence community and Department of Defense welcome healthy dialogue on these vital national security topics.""","Mutta hän sanoi, että ""asiantuntijat joskus eri mieltä tulkinnasta kompleksinen, ja tiedustelupalvelu ja puolustusministeriön terve vuoropuhelu elintärkeää kansallista turvallisuutta näistä aiheista.""","Mutta hän sanoi, että ”asiantuntijat ovat välillä eri mieltä monimutkaisten tietojen tulkinnasta, ja tiedusteluyhteisö ja puolustusministeriö pitävät tervettä vuoropuhelua näistä olennaisista kansallisen turvallisuuden aiheista tervetulleena”.",-0.0126784224255746,40.0,1,0.49434950947761536,0.5636677145957947,0.5290215611457825,0.09465020576131687,4.589157858930456e-155,0.4255319099139883,0.45454545454545453,0.4,0.17777777280000015,0.19047619047619047,0.16666666666666666,0.3999999950222222,0.42857142857142855,0.375
2024,"Russian companies are resuming existing ties with Iran, while new firms are ready to get access to the market.","Venäjän yritykset jatkavat nykyisiä yhteyksiä Iraniin, kun taas uudet yritykset ovat valmiita pääsemään markkinoille.","Venäläiset yritykset jatkavat olemassa olevia siteitään Iraniin, kun taas uudet yritykset ovat valmiita pääsemään markkinoille.",1.47532805821445,97.0,1,0.8033149242401123,0.8209415674209595,0.812328040599823,0.18110236220472442,6.347961340900137e-155,0.7586206846611178,0.7857142857142857,0.7333333333333333,0.6666666616735254,0.6923076923076923,0.6428571428571429,0.7407407357475996,0.7692307692307693,0.7142857142857143
2066,There was the cream-puff incident.,Siellä oli kerma-teetä.,Tapahtui tuulihattuvälikohtaus.,-1.38256600093424,0.0,1,0.3108535706996918,0.3786485195159912,0.34496355056762695,0.2903225806451613,8.037345237875113e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4969,"Jaakko Kaidesoja, Posti’s Vice President of the Freight Services for companies, apologized for the mishap to Ilta-Sanomat.","Jaakko Kaidesoja, Power 's Fair Services for Champions Services, Aploodied for the Mishap to SANOMAT - SAnomat.",Postin Yritysten Kuljetuspalvelujen liiketoiminnasta vastaava Jaakko Kaidesoja pahoitteli vahinkoa Ilta-Sanomille.,-1.17022069733751,15.0,1,0.1029830127954483,0.12604402005672455,0.11552775651216507,0.20175438596491227,6.700137387022173e-155,0.0740740694101512,0.058823529411764705,0.1,0.0,0.0,0.0,0.0769230721893494,0.0625,0.1
3083,Police in Rio made to arrests because of a terrorism suspicion,"Poliisi Rio tehty pidätyksiä, koska terrorismia epäillään",Rion poliisi teki kaksi pidätystä terroriepäilyn takia,-0.366196483051901,37.0,1,0.4637092649936676,0.48301276564598083,0.4739655554294586,0.2962962962962963,8.119612941892116e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3665,"The dispute has led to junior doctors taking part in six strikes this year, including the first all-out stoppages in the history of the NHS.","kiista omistaa ajaa junior lääkärit osallistuu sisällä kuusi iskut tänävuonna, kattaa ensin täysin-ulos stoppages sisällä hissa koskien NHS.","Kiistasta on seurannut, että lääkäriharjoittelijat ovat osallistuneet tänä vuonna kuuteen lakkoon, mukaan lukien ensimmäiseen täydelliseen työnseisaukseen NHS-terveydenhuoltojärjestelmän historiassa.",-1.32944909087381,2.0,1,0.1166052594780922,0.17823119461536407,0.14792172610759735,0.12060301507537688,5.180256905804776e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,She was fourth in Rio in women’s 100 m breaststroke.,Hän oli neljäs Riosta naisten 100 metrin rintauinnissa.,Hän sijoittui Riossa neljänneksi naisten 100 metrin perhosuinnissa.,0.559077262558527,56.5,2,0.6824496388435364,0.6932771801948547,0.6882357001304626,0.2835820895522388,7.943494786323996e-155,0.4999999950000001,0.5,0.5,0.2857142807142858,0.2857142857142857,0.2857142857142857,0.4999999950000001,0.5,0.5
6556,"According to her, the city is celebrating the Queen's birthday and Mothers’ Day.","Hänen Mukaan, kaupungin Kuningattaren juhlia syntymäpäivän ja Äitien Day.",Hänen mukaansa kaupungissa juhlitaan kuningattaren syntymäpäivää ja äitienpäivää.,-0.7105848099936021,30.0,1,0.5104009509086609,0.4630206823348999,0.48706865310668945,0.25925925925925924,7.595202435444104e-155,0.23529411266435996,0.2222222222222222,0.25,0.0,0.0,0.0,0.23529411266435996,0.2222222222222222,0.25
244,"The same was even more true to women, who had to be able to give birth to even more than 10 children.","Sama pätee vielä enemmän naisiin, joiden oli pystyttävä synnyttämään jopa yli 10 lasta.","Sama päti vieläkin suuremmissa määrin naisiin, joiden piti pystyä synnyttämään jopa yli 10 lasta.",1.4406351932623702,91.0,1,0.6842402815818787,0.7783188223838806,0.7306551933288574,0.21649484536082475,6.940583699617468e-155,0.5925925875994514,0.6153846153846154,0.5714285714285714,0.39999999500800004,0.4166666666666667,0.38461538461538464,0.5925925875994514,0.6153846153846154,0.5714285714285714
1935,"When choosing a dog for airport, the selection criteria include activeness, hunting instinct, and calmness, because the dog will deal with guns, explosives, and streams of people.","Kun valitaan koira lentoasemalle, valintaperusteena ovat muun muassa törmäys, metsästys, rauhallisuus ja rauhallisuus, sillä koira käsittelee aseita, räjähteitä ja ihmisvirtoja.","Lentokentälle valittavan koiran valintakriteereihin kuuluu reippaus ja metsästysvietti, sekä rauhallisuus, koska koira on tekemisissä aseiden, räjähteiden ja ihmisvirtojen kanssa.",1.0502297177318298,91.0,1,0.529792070388794,0.5487806797027588,0.5398126244544983,0.11731843575418995,5.109228753125189e-155,0.20512820013149255,0.2,0.21052631578947367,0.0,0.0,0.0,0.16666666166666683,0.16666666666666666,0.16666666666666666
1476,"The moves follows speculation about the future of the plant for several years now, initially in the wake of the strong Australian dollar and more recently due to the price for the output from the plant.","Siirtyminen tapahtui spekulaatiot laitoksen tulevaisuus usean vuoden ajan, aluksi jälkimainingeissa vahva Australian dollari ja hiljattain syynä hinnan voimalan tuotto.","Toimenpide seuraa nyt jo useita vuosia kestänyttä spekulointia tehtaan tulevaisuudesta, joka alkoi seurauksena vahvasta Australian dollarista ja on viime aikoina johtunut tehtaan tuotannon hinnasta.",-0.256556817467499,40.0,1,0.26978397369384766,0.2797948122024536,0.2756701409816742,0.11616161616161616,5.083976548757512e-155,0.09302325088155787,0.10526315789473684,0.08333333333333333,0.0,0.0,0.0,0.09523809028344697,0.10526315789473684,0.08695652173913043
117,"Deputy Police Chief Tero Seppänen from Häme Police Department, Inspector Tuomo Lepola from Eastern Finland Police Department, Detective Inspector Sami Joutjärvi from Joensuu police station, and Detective Superintendent Arto Tuomela from National Bureau of Investigation were interviewed for this story.","Haastatteluun haastateltiin Hämeen poliisipäällikkö Tero Seppänen, Itä-Suomen poliisilta vastaava tarkastaja Tuomo Lepola, Joensuun poliisiasemalta etsivä tarkastaja Sami Joutjärvi ja kansallisen tutkintolaitoksen etsintäpäällikkö Arto Tuomela.","Juttua varten on haastateltu apulaispoliisipäällikkö Tero Seppästä Hämeen poliisista, komisario Tuomo Lepolaa Itä-Suomen poliisista, rikoskomisario Sami Joutjärveä Joensuun poliisiasemalta ja rikostarkastaja Arto Tuomelaa keskusrikospoliisista.",1.18873905256845,95.0,1,0.5274266600608826,0.5212289094924927,0.5249093174934387,0.11885245901639344,5.142523695391994e-155,0.37499999500000003,0.375,0.375,0.043478255869565795,0.043478260869565216,0.043478260869565216,0.2608695602173914,0.2608695652173913,0.2608695652173913
3098,At least one local woman died and over 20 were wounded in the attack.,Ainakin yksi paikallinen nainen kuoli ja yli 20 haavoittui hyökkäyksessä.,Iskussa kuoli ainakin yksi paikallinen nainen ja yli 20 loukkaantui.,1.31494505590892,83.0,1,0.6560459733009338,0.5835075378417969,0.6196426749229431,0.25,7.458340731200295e-155,0.699999995,0.7,0.7,0.44444443944444445,0.4444444444444444,0.4444444444444444,0.5999999950000001,0.6,0.6
3831,"Venus was likely once habitable, according to the projections of a new NASA climate model.","Tiedemiehet NASA Goddard Laitos sillä Tila Opit edistyy malli/malli- tutkia Venus"" menneisyys käyttää kalut ja algoritmit tapainen kohti pestaa ohi ilmasto tiedemiehet.",NASAn uuden ilmastomallin arvioiden mukaan Venus oli todennäköisesti kerran asuttava.,-1.99697564867384,3.0,1,0.13292688131332397,0.03581254184246063,0.08406965434551239,0.23529411764705882,7.2356533239022285e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3222,"The idea is that after their first crime, the young person doesn’t have to stand in front of an adult panel, but can reflect what has happened together with other people of approximately the same age.","Ajatuksena on, että sen jälkeen, kun heidän ensimmäinen rikoksensa, nuoren ei tarvitse seistä edessä aikuinen paneeli, mutta voi pohtia, mitä on tapahtunut yhdessä muiden ihmisten kanssa suunnilleen saman ikäisiä.","Ajatus on, että nuori ei ensimmäisen rikoksensa jälkeen joudu aikuispaneelin eteen vaan reflektoi tapahtunutta suunnilleen samanikäisten kanssa.",0.145455289675306,51.0,1,0.54976886510849,0.45432472229003906,0.5015591382980347,0.1527777777777778,5.830453151292554e-155,0.21739129968809084,0.1724137931034483,0.29411764705882354,0.04545454082644675,0.03571428571428571,0.0625,0.17391303881852566,0.13793103448275862,0.23529411764705882
1672,Brilliant all over.,Loistavat kaikki.,Loistava kaikkialla.,-0.402743038246701,36.0,1,0.6856683492660522,0.7175811529159546,0.7018820643424988,0.5,1.0547686614863434e-154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,"In the US, the game has led to a significant increase in the number of steps taken by the ""average"" person each day.","Yhdysvalloissa peli on saanut huomattavan määrän yhteydenottoja ""keskiarvo"" henkilö joka päivä.",Yhdysvalloissa peli on johtanut huomattavaan lisäykseen ”keskivertohenkilön” päivittäisissä askelissa.,-0.8778482557791071,23.0,1,0.3897448182106018,0.4290163218975067,0.4099162518978119,0.22549019607843138,7.083306718219736e-155,0.2999999950500001,0.2727272727272727,0.3333333333333333,0.22222221728395072,0.2,0.25,0.2999999950500001,0.2727272727272727,0.3333333333333333
5606,"When the new space opened, Mr. Whitt said, walking in and getting a coffee felt like a homecoming.","Kun uusi tila avattiin, Mr. Whitt sanoi, käveli sisään ja sai kahvin tuntumaan bagelilta.","Kun uusi paikka avattiin, Whitt sanoi, että hän tunsi kuin olisi tullut kotiin kävellessään sisälle ja tilatessaan kahvin.",-0.725486238515366,25.6,5,0.5161781311035156,0.585180401802063,0.550676167011261,0.1557377049180328,5.8866620082781116e-155,0.43749999507812504,0.5,0.3888888888888889,0.1333333284222224,0.15384615384615385,0.11764705882352941,0.43749999507812504,0.5,0.3888888888888889
3433,"The Race Office wanted guarantees of the women being “fond of children”, “frugal”, and “good National Socialists”, who could speak German well.",muijat kuka ei täytä edellytykset olemme et sietää yhtä morsiot sillä SS miehet.,"Rotuvirasto halusi takeita siitä, että naiset olivat ""lapsirakkaita"", ""säästeliäitä"", ja ""hyviä kansallissosialisteja"", jotka osasivat hyvin saksaa.",-1.5722328044803202,4.0,1,0.03897661343216896,0.07199867069721222,0.05648691952228546,0.10810810810810811,4.904574652750451e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5082,"It was the Kouvola region that ignited the spark for sports in Hasu, and gave a good start in a great hobby.","Se oli Kouvolan alue, joka sytytti kipinä urheilusta Hasu, ja se antoi hyvän alun hyvin harrastus.",Kouvolan seutu sytytti Hasun kipinän urheiluun ja antoi hyvät eväät hienolle harrastukselle.,-0.2748300950648989,39.5,2,0.5048791170120239,0.5148236751556396,0.5104440450668335,0.22826086956521738,7.126691334621653e-155,0.2857142808163266,0.25,0.3333333333333333,0.0,0.0,0.0,0.2857142808163266,0.25,0.3333333333333333
5103,"We should not stir up any more panic in the people, he said to the journalists.","Meidän ei pitäisi enää lietsoa paniikkia ihmisissä, hän sanoi toimittajille.","Meidän ei pidä lietsoa ihmisiä panikoimaan enempää, hän sanoi toimittajille.",1.36187572111422,100.0,1,0.7438567876815796,0.7610162496566772,0.7527107000350952,0.25,7.458340731200295e-155,0.5999999950000001,0.6,0.6,0.3333333283333334,0.3333333333333333,0.3333333333333333,0.5999999950000001,0.6,0.6
4973,"If you lose it, this is no longer our thing.","Jos menetämme sen, tämä ei ole enää meidän asiamme.","Jos sen kadottaa, tämä ei ole enää meidän juttu.",0.0723621792857048,49.0,1,0.7331674695014954,0.6183916926383972,0.6747109293937683,0.3125,8.338678437159848e-155,0.6666666616666668,0.6666666666666666,0.6666666666666666,0.4999999950000001,0.5,0.5,0.6666666616666668,0.6666666666666666,0.6666666666666666
4818,He also did not have a driver’s licence that would have permitted to drive on a motorcycle.,"Hänellä ei myöskään ollut kuljettajan ajokorttia, joka olisi sallinut ajaa moottoripyörällä.","Hänellä ei ollut myöskään ajokorttia, joka olisi oikeuttanut moottoripyörällä ajamisen.",1.20530539032452,80.0,1,0.8070766925811768,0.7361174821853638,0.7713392972946167,0.2413793103448276,7.328620562102969e-155,0.7619047569160999,0.7272727272727273,0.8,0.31578946869806096,0.3,0.3333333333333333,0.6666666616780046,0.6363636363636364,0.7
6215,"In addition, the S-Bonus partners’ information has been received from their cash systems.",Lisäksi S-bonu kumppanien tieto ollut saatu niiden käteisen järjestelmistä.,Lisäksi S-bonuskumppaneiden tiedot on saatu niiden kassajärjestelmistä.,0.328188065649308,56.0,2,0.5594616532325745,0.5127935409545898,0.5364392399787903,0.30985915492957744,8.303369830694874e-155,0.37499999507812504,0.3333333333333333,0.42857142857142855,0.14285713795918387,0.125,0.16666666666666666,0.37499999507812504,0.3333333333333333,0.42857142857142855
3343,"If there are no more attacks, I believe nothing much will follow from this, estimates Huovila, a Finnish entrepreneur who has worked in Asia about two decades.",kokenut yrittäjä omistaa näkee tragediat sisällä Thaimaa loppu auki.,"Jos ei tule lisää iskuja, niin en usko, että tästä seuraa mitään ihmeempiä, arvioi suomalaisyrittäjänä Aasiassa noin parikymmentä vuotta työskennellyt Huovila.",-1.68935176590765,0.0,1,0.006100943312048912,0.09259981662034988,0.049376096576452255,0.11949685534591195,5.156445762383358e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,"Yes, my international career will be over after Kisakallio tournament.",Kyllä kansainvälinen urani on ohi Kisakallio-turnauksen jälkeen.,Kyllä kansainvälinen ura ohi on Kisakallion turnauksen jälkeen.,1.2342250418124,89.0,1,0.8679631352424622,0.8175660371780396,0.8426937460899353,0.30158730158730157,8.191788698566715e-155,0.6666666616888889,0.7142857142857143,0.625,0.1538461488757398,0.16666666666666666,0.14285714285714285,0.5333333283555556,0.5714285714285714,0.5
80,"One of the places that had been under threat from demolition was the camp's Jungle Book Kids"" Cafe which is run not-for-profit and provides 200 meals a day, English and French classes, and asylum advice for the hundreds of vulnerable unaccompanied minors in the camp.","Eräs paikoista, jotka olivat olleet räjähdysvaarassa, oli leirin Jungle Book Kids ""Cafe, joka on voittoa tavoittelematon ja tarjoaa 200 ateriaa päivässä, englantilaiset ja ranskalaiset luokat sekä turvapaikan neuvot satoille haavoittuville ilman huoltajaa oleville alaikäisille leirissä.","Yksi purku-uhan alla olleista paikoista oli leirin Jungle Book Kids’ Cafe, jonka toiminta on voittoa tavoittelematonta ja joka tarjoaa 200 ateriaa päivittäin, englannin ja ranskan tunteja sekä turvapaikkaneuvoja leirin sadoille haavoittuvaisille, yksinäisille alaikäisille.",0.328188065649308,56.0,1,0.6347901821136475,0.6129875779151917,0.624297559261322,0.10989010989010989,4.9448317547211365e-155,0.41176470088667827,0.4,0.42424242424242425,0.18181817682277332,0.17647058823529413,0.1875,0.3692307642414202,0.35294117647058826,0.3870967741935484
3595,"On Thursday, Clinton emphasised that she herself is a daughter of a small entrepreneur.","muistuu kuuntelijat noin heikko yrittäjät, kuka laskuttaa Trump omistaa vasuri unpaid, ja noin vaatteet, Trump itse fabricates sisällä Formosa ja Meksiko.",Torstaina Clinton korosti olevansa itse pienyrittäjän tytär.,-1.39875281026582,0.0,1,0.15902699530124664,0.09521619230508804,0.12759481370449066,0.3,8.170202920075766e-155,0.07142856767857161,0.047619047619047616,0.14285714285714285,0.0,0.0,0.0,0.07999999596800021,0.05555555555555555,0.14285714285714285
374,"Well, it turns out that I've been presidential chief of staff for four years and eight months.","No, osoittautuu, että olen ollut presidentinpäällikkö neljän vuoden ja kahdeksan kuukauden ajan.","No, nyt olen ollut esikuntapäällikkö neljä vuotta ja kahdeksan kuukautta.”",0.299188314838481,49.0,1,0.6606999039649963,0.5488616228103638,0.6038282513618469,0.28378378378378377,7.946319140114755e-155,0.434782603705104,0.4166666666666667,0.45454545454545453,0.1904761854875285,0.18181818181818182,0.2,0.434782603705104,0.4166666666666667,0.45454545454545453
3951,This family are notorious and their name is notorious.,"Tämä perhe on tunnettu, eikä heidän nimensä ole kuuluisa.","Tämä perhe on huonomaineinen, ja heidän nimensä on huonomaineinen.”",0.4743742864285101,60.0,1,0.30267009139060974,0.45932629704475403,0.3786320984363556,0.2537313432835821,7.513793842156058e-155,0.5263157844875347,0.5555555555555556,0.5,0.35294117148788934,0.375,0.3333333333333333,0.5555555505555557,0.5555555555555556,0.5555555555555556
1325,"He said he was being sarcastic when he claimed that the sitting president Barack Obama was the founder of terrorist organisation Isis, and that the Democratic candidate Hillary Clinton had also abetted in the founding of the organisation.","Hän sanoi olevansa sarkasmini, kun hän väitti, että istuvaa presidenttiä Barack Obama oli terroristijärjestö Isis perustaja, ja Demokraattinen ehdokas Hillary Clinton oli myös yllyttänyt perustajista.","Hän sanoi olleensa sarkastinen väittäessään, että istuva presidentti Barack Obama olisi terroristijärjestö Isisin perustaja ja demokraattiehdokas Hillary Clintonkin osallinen järjestön perustamiseen.",-0.366196483051901,37.0,1,0.6373765468597412,0.6308475136756897,0.6345579624176025,0.1507537688442211,5.791703291146223e-155,0.34782608199432896,0.32,0.38095238095238093,0.09090908595041348,0.08333333333333333,0.1,0.3555555505777778,0.3333333333333333,0.38095238095238093
4962,At least 11 of those wounded in Hua Hin were foreign tourists.,Ainakin 11 haavoittunut Hua Hissa oli ulkomaisia turisteja.,Hua Hinissä loukkaantuneista ainakin 11 oli ulkomaalaisia turisteja.,0.295599900562725,53.0,1,0.5717546343803406,0.5666687488555908,0.5697394013404846,0.25,7.458340731200295e-155,0.4999999950000001,0.5,0.5,0.0,0.0,0.0,0.37499999500000003,0.375,0.375
35,"Normally only native Fijians are interested in rugby, but this game brought our multicultural community together.","Normaalisti vain native fijians ovat kiinnostuneita rugby, mutta tämä peli toi monikulttuurisen yhteisön yhdessä.","Normaalisti vain natiivit fidžiläiset ovat kiinnostuneita rugbysta, mutta tämä peli yhdisti monikulttuurisen yhteisömme.",-0.613793679080753,21.0,1,0.6990112066268921,0.8023191094398499,0.7498292326927185,0.21666666666666667,6.943337353246595e-155,0.5925925875994514,0.5714285714285714,0.6153846153846154,0.3199999950080001,0.3076923076923077,0.3333333333333333,0.5925925875994514,0.5714285714285714,0.6153846153846154
2999,The Flow Festival event area is styled with for example artificial turf and art installations.,Flow Festivalin tapahtuma-alue on tyylistä kanssa esimerkiksi tekonurmi ja taideinstallaatioita.,Flow Festivalin tapahtuma-aluetta stailataan muun muassa tekonurmella ja taideinstallaatioilla.,-0.4307526500680179,26.0,1,0.7199735641479492,0.7233982682228088,0.7220278382301331,0.23157894736842105,7.178302459287311e-155,0.31578946869806096,0.3,0.3333333333333333,0.11764705384083066,0.1111111111111111,0.125,0.31578946869806096,0.3,0.3333333333333333
1388,They are the guidelines that govern all Finnish schools.,"Ne suuntaviivat, jotka ohjaavat kaikkia Suomen kouluissa.","Se on ohje, jonka mukaan kaikissa Suomen kouluissa toimitaan.",0.4859898114033111,61.0,1,0.5320221185684204,0.5002573728561401,0.5166139602661133,0.2786885245901639,7.874659044882552e-155,0.24999999507812506,0.2857142857142857,0.2222222222222222,0.14285713795918387,0.16666666666666666,0.125,0.24999999507812506,0.2857142857142857,0.2222222222222222
1488,"None of them look particularly lonely, but nagging psychological trauma is hard to ascertain by standing next to someone for 30 seconds.","Kukaan heistä ei näytä kovin yksinäiseksi, mutta viiltävään psyykkinen trauma on vaikea selvittää pysymällä vieressä joku 30 sekuntia.","Kukaan heistä ei näytä erityisen yksinäiseltä, mutta kalvavaa psykologista traumaa on hankala osoittaa todeksi seisomalla jonkun vieressä 30 sekuntia.",0.4377957536225061,53.0,1,0.6345108151435852,0.6822582483291626,0.6585524678230286,0.16,5.966672584960326e-155,0.48648648149013884,0.5,0.47368421052631576,0.2285714235755103,0.23529411764705882,0.2222222222222222,0.48648648149013884,0.5,0.47368421052631576
2613,"We have people saying: ""I don't have a record player.""","Meillä on täällä sanonta: ""I don 't have a levysoitin"".","Meillä käy ihmisiä, jotka sanovat: ”Minulla ei ole levysoitinta.”",-1.2947972311778,3.0,2,0.2866683006286621,0.30928048491477966,0.29877254366874695,0.24615384615384617,7.400746504562499e-155,0.09999999500000027,0.1,0.1,0.0,0.0,0.0,0.09999999500000027,0.1,0.1
4392,"Eight years ago, under Ryan, they lost every game at the Adelaide Sevens.",Kahdeksan vuotta sitten he menettivät jokaisen pelin Adelaiden seitsemän.,Kahdeksan vuotta sitten he Ryanin valmentamana hävisivät jokaisen pelin Adelaiden turnauksessa.,-0.475836148636302,34.0,1,0.560162365436554,0.7490902543067932,0.6510577201843262,0.22105263157894736,7.013261950622958e-155,0.6999999950500001,0.7777777777777778,0.6363636363636364,0.555555550617284,0.625,0.5,0.6999999950500001,0.7777777777777778,0.6363636363636364
6308,"For example, a Centcom official stated publicly that a major military assault to take back Mosul could begin as early as April or May 2015.","Esimerkiksi Centcom virkailija totesi julkisesti, että suuri sotilashyökkäys ottaa takaisin Mosulin voisi alkaa yhtä aikaisin kuin huhtikuu tai toukokuu 2015.","Centcomin viranomainen esimerkiksi lausui julkisesti, että suurhyökkäys Mosulin takaisin valtaamiseksi voisi alkaa jopa niin aikaisin, kuin huhti- tai toukokuussa 2015.",1.02687736845461,70.0,1,0.6734293699264526,0.7145445942878723,0.6941795945167542,0.16666666666666666,6.08970970641905e-155,0.44999999500000004,0.45,0.45,0.10526315289473707,0.10526315789473684,0.10526315789473684,0.3999999950000001,0.4,0.4
